Unnamed: 0,month,year,naics_Code,kind_of_business,industry,sales,category,total_records
1563,March,2020,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,42948.0,Food,780
1564,March,2020,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
1565,March,2020,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,24236.0,Food,780
1566,April,2020,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,67654.0,Automotive,936
1567,April,2020,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,60688.0,Automotive,936
1568,April,2020,Automobile Dealers,Automobile dealers,Automotive,54970.0,Automotive,936
1569,April,2020,New Car Dealers,New car dealers,Automotive,48807.0,Automotive,936
1570,April,2020,Used Car Dealers,Used car dealers,Automotive,6163.0,Automotive,936
1571,April,2020,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,6966.0,Automotive,936
1572,April,2020,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,6865.0,Retail,1560
1573,April,2020,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,3852.0,Retail,1560
1574,April,2020,Furniture Stores,Furniture stores,Home Goods & Electronics,1962.0,Retail,1560
1575,April,2020,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,1890.0,Retail,1560
1576,April,2020,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
1577,April,2020,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,356.0,Retail,1560
1578,April,2020,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,3013.0,Retail,1560
1579,April,2020,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1125.0,Retail,1560
1580,April,2020,Electronics Stores,Electronics stores,Home Goods & Electronics,1888.0,Retail,1560
1581,April,2020,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,35674.0,Retail,624
1582,April,2020,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,29850.0,Retail,624
1583,April,2020,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,988.0,Retail,624
1584,April,2020,Hardware Stores,Hardware stores,Home Goods & Building Supplies,3026.0,Retail,624
1585,April,2020,Food & Beverage Stores,Food and beverage stores,Food & Beverage,70085.0,Food,780
1586,April,2020,Grocery Stores,Grocery stores,Food & Beverage,63454.0,Food,780
1587,April,2020,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,61281.0,Food,780
1588,April,2020,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,4905.0,Food,780
1589,April,2020,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,25764.0,Retail,312
1590,April,2020,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,23778.0,Retail,312
1591,April,2020,Gasoline Stations,Gasoline stations,Fuel & Gasoline,26668.0,Retail,312
1592,April,2020,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,2761.0,Retail,1248
1593,April,2020,Clothing Stores,Clothing stores,Fashion & Accessories,1783.0,Retail,1248
1594,April,2020,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,93.0,Retail,1248
1595,April,2020,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,535.0,Retail,1248
1596,April,2020,Family Clothing Stores,Family clothing stores,Fashion & Accessories,664.0,Retail,1248
1597,April,2020,Other Clothing Stores,Other clothing stores,Fashion & Accessories,238.0,Retail,1248
1598,April,2020,Shoe Stores,Shoe stores,Fashion & Accessories,473.0,Retail,1248
1599,April,2020,Jewelry Stores,Jewelry stores,Fashion & Accessories,474.0,Retail,1248
1600,April,2020,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,3427.0,Retail,624
1601,April,2020,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,2565.0,Retail,624
1602,April,2020,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,354.0,Retail,624
1603,April,2020,Book Stores,Book stores,Sports & Recreation,168.0,Retail,624
1604,April,2020,General Merchandise Stores,General merchandise stores,General Merchandise,54179.0,Retail,936
1605,April,2020,Department Stores,Department stores,General Merchandise,5880.0,Retail,936
1606,April,2020,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,11.0,Retail,936
1607,April,2020,Discount Department Stores,Discount dept. stores,General Merchandise,5869.0,Retail,936
1608,April,2020,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,48299.0,Retail,936
1609,April,2020,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,40927.0,Food,780
1610,April,2020,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,7372.0,Retail,936
1611,April,2020,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,7033.0,Retail,468
1612,April,2020,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,843.0,Retail,468
1613,April,2020,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,613.0,Retail,468
1614,April,2020,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,230.0,Retail,468
1615,April,2020,Used Merchandise Stores,Used merchandise stores,Miscellaneous,454.0,Retail,468
1616,April,2020,Nonstore Retailers,Nonstore retailers,Miscellaneous,75132.0,Retail,468
1617,April,2020,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,69348.0,Retail,1560
1618,April,2020,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2026.0,Retail,312
1619,April,2020,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,31169.0,Food,780
1620,April,2020,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
1621,April,2020,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,28161.0,Food,780
1622,April,2020,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
1623,April,2020,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,20037.0,Food,780
1624,May,2020,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,104334.0,Automotive,936
1625,May,2020,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,95842.0,Automotive,936
1626,May,2020,Automobile Dealers,Automobile dealers,Automotive,85759.0,Automotive,936
1627,May,2020,New Car Dealers,New car dealers,Automotive,75633.0,Automotive,936
1628,May,2020,Used Car Dealers,Used car dealers,Automotive,10126.0,Automotive,936
1629,May,2020,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,8492.0,Automotive,936
1630,May,2020,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,11059.0,Retail,1560
1631,May,2020,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,7145.0,Retail,1560
1632,May,2020,Furniture Stores,Furniture stores,Home Goods & Electronics,4187.0,Retail,1560
1633,May,2020,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,2958.0,Retail,1560
1634,May,2020,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
1635,May,2020,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,1184.0,Retail,1560
1636,May,2020,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,3914.0,Retail,1560
1637,May,2020,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1434.0,Retail,1560
1638,May,2020,Electronics Stores,Electronics stores,Home Goods & Electronics,2480.0,Retail,1560
1639,May,2020,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,42102.0,Retail,624
1640,May,2020,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,35752.0,Retail,624
1641,May,2020,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,1142.0,Retail,624
1642,May,2020,Hardware Stores,Hardware stores,Home Goods & Building Supplies,3740.0,Retail,624
1643,May,2020,Food & Beverage Stores,Food and beverage stores,Food & Beverage,75263.0,Food,780
1644,May,2020,Grocery Stores,Grocery stores,Food & Beverage,67331.0,Food,780
1645,May,2020,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,64732.0,Food,780
1646,May,2020,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,5909.0,Food,780
1647,May,2020,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,26360.0,Retail,312
1648,May,2020,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,23504.0,Retail,312
1649,May,2020,Gasoline Stations,Gasoline stations,Fuel & Gasoline,31927.0,Retail,312
1650,May,2020,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,8696.0,Retail,1248
1651,May,2020,Clothing Stores,Clothing stores,Fashion & Accessories,5509.0,Retail,1248
1652,May,2020,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,170.0,Retail,1248
1653,May,2020,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,1175.0,Retail,1248
1654,May,2020,Family Clothing Stores,Family clothing stores,Fashion & Accessories,3003.0,Retail,1248
1655,May,2020,Other Clothing Stores,Other clothing stores,Fashion & Accessories,548.0,Retail,1248
1656,May,2020,Shoe Stores,Shoe stores,Fashion & Accessories,1662.0,Retail,1248
1657,May,2020,Jewelry Stores,Jewelry stores,Fashion & Accessories,1436.0,Retail,1248
1658,May,2020,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6216.0,Retail,624
1659,May,2020,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,4307.0,Retail,624
1660,May,2020,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1100.0,Retail,624
1661,May,2020,Book Stores,Book stores,Sports & Recreation,259.0,Retail,624
1662,May,2020,General Merchandise Stores,General merchandise stores,General Merchandise,62824.0,Retail,936
1663,May,2020,Department Stores,Department stores,General Merchandise,8686.0,Retail,936
1664,May,2020,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,1048.0,Retail,936
1665,May,2020,Discount Department Stores,Discount dept. stores,General Merchandise,7638.0,Retail,936
1666,May,2020,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,54138.0,Retail,936
1667,May,2020,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,45748.0,Food,780
1668,May,2020,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,8390.0,Retail,936
1669,May,2020,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9462.0,Retail,468
1670,May,2020,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,1274.0,Retail,468
1671,May,2020,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,718.0,Retail,468
1672,May,2020,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,556.0,Retail,468
1673,May,2020,Used Merchandise Stores,Used merchandise stores,Miscellaneous,946.0,Retail,468
1674,May,2020,Nonstore Retailers,Nonstore retailers,Miscellaneous,82010.0,Retail,468
1675,May,2020,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,76303.0,Retail,1560
1676,May,2020,Fuel Dealers,Fuel dealers,Fuel & Gasoline,1702.0,Retail,312
1677,May,2020,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,43934.0,Food,780
1678,May,2020,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
1679,May,2020,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,40687.0,Food,780
1680,May,2020,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
1681,May,2020,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,26588.0,Food,780
1682,June,2020,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,110900.0,Automotive,936
1683,June,2020,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,101637.0,Automotive,936
1684,June,2020,Automobile Dealers,Automobile dealers,Automotive,90539.0,Automotive,936
1685,June,2020,New Car Dealers,New car dealers,Automotive,79262.0,Automotive,936
1686,June,2020,Used Car Dealers,Used car dealers,Automotive,11277.0,Automotive,936
1687,June,2020,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,9263.0,Automotive,936
1688,June,2020,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15295.0,Retail,1560
1689,June,2020,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9712.0,Retail,1560
1690,June,2020,Furniture Stores,Furniture stores,Home Goods & Electronics,5613.0,Retail,1560
1691,June,2020,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,4099.0,Retail,1560
1692,June,2020,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
